Date,home_team,away_team,home_score,away_score,elo_home,elo_away,elo_diff,home_form_wins,home_form_draws,home_form_losses,home_form_gf,home_form_ga,home_form_gd,away_form_wins,away_form_draws,away_form_losses,away_form_gf,away_form_ga,away_form_gd,outcome
1966-07-16,Soviet Union,Italy,1,0,1554.4210806861308,1599.7422027524467,-45.321122066315866,3,1,1,12,7,5,2,1,2,6,6,0,1
1966-07-16,West Germany,Argentina,0,0,1545.8361596985085,1519.5254919439178,26.310667754590668,3,1,1,9,2,7,2,1,2,5,10,-5,0
1966-07-16,England,Mexico,2,0,1498.3661129437046,1362.7142529817545,135.6518599619501,1,2,2,5,6,-1,1,1,3,4,9,-5,1
1966-07-16,Portugal,Bulgaria,3,0,1531.7168389068793,1458.6969802157532,73.01985869112605,1,0,0,3,1,2,0,1,3,1,9,-8,1
1966-07-19,Portugal,Brazil,3,1,1553.9172732907227,1708.5117487089933,-154.59447541827058,2,0,0,6,1,5,4,0,1,13,7,6,1
1966-07-19,Uruguay,Mexico,0,0,1600.6322929898438,1347.6359476637967,252.99634532604705,2,1,2,6,7,-1,1,1,3,4,7,-3,0
1966-07-19,North Korea,Italy,1,0,1476.574449485595,1581.6668459142866,-105.09239642869147,0,1,1,1,4,-3,2,1,2,5,3,2,1
1966-07-19,Argentina,Switzerland,2,0,1520.7348320964666,1406.9496519027587,113.7851801937079,2,2,1,4,4,0,0,0,5,3,15,-12,1
1966-07-20,Soviet Union,Chile,2,1,1572.496437524291,1521.5456390435838,50.950798480707135,3,1,1,11,7,4,2,1,2,6,8,-2,1
1966-07-20,West Germany,Spain,2,1,1544.6268195459597,1494.5557404639726,50.071079081987136,3,1,1,9,2,7,2,0,3,5,6,-1,1
1966-07-20,Hungary,Bulgaria,3,1,1618.360512436146,1436.4965458319098,181.86396660423634,2,1,2,10,6,4,0,1,4,1,12,-11,1
1966-07-20,England,France,2,0,1513.4444182616623,1524.7324411503191,-11.28802288865677,2,2,1,6,4,2,2,1,2,14,11,3,1
1966-07-23,West Germany,Uruguay,4,0,1558.3367934369307,1590.6810631292556,-32.344269692324815,3,1,1,9,2,7,1,2,2,4,6,-2,1
1966-07-23,Soviet Union,Hungary,2,1,1586.166743209931,1630.8319755487037,-44.66523233877274,4,0,1,9,4,5,2,1,2,7,6,1,1
1966-07-23,England,Argentina,1,0,1538.2238930144758,1537.1442873618355,1.079605652640339,2,2,1,5,3,2,2,2,1,5,4,1,1
1966-07-23,Portugal,North Korea,5,3,1587.943182734162,1497.2717410182897,90.67144171587233,3,0,0,9,2,7,1,1,1,2,4,-2,1
1966-07-25,West Germany,Soviet Union,2,1,1590.6844514797199,1604.2123961570167,-13.527944677296773,3,1,1,11,2,9,4,0,1,9,4,5,1
1966-07-26,England,Portugal,2,1,1554.1741754968525,1605.8182447506956,-51.6440692538431,3,1,1,6,3,3,4,0,0,14,5,9,1
1966-07-28,Portugal,Soviet Union,2,1,1587.4573101273463,1587.5897259176656,-0.13241579031932815,4,0,1,15,7,8,4,0,1,9,4,5,1
1966-07-30,England,West Germany,4,2,1572.5351101202018,1607.307121719071,-34.772011598869085,4,1,0,7,1,6,4,1,0,13,2,11,1
1970-05-31,Mexico,Soviet Union,0,0,1357.587177524385,1571.5836279454636,-213.99645042107863,1,2,2,4,5,-1,3,0,2,7,6,1,0
1970-06-02,Uruguay,Israel,2,0,1558.3334050864664,1500.0,58.33340508646643,1,2,2,3,7,-4,0,0,0,0,0,0,1
1970-06-02,Peru,Bulgaria,3,2,1461.1034862312586,1424.0250827193522,37.078403511906345,0,0,2,1,4,-3,0,1,4,2,14,-12,1
1970-06-02,England,Romania,1,0,1598.9290879177665,1463.856051872705,135.0730360450616,5,0,0,11,3,8,1,1,3,8,12,-4,1
1970-06-03,West Germany,Morocco,2,1,1580.9131439215062,1500.0,80.91314392150616,3,1,1,10,6,4,0,0,0,0,0,0,1
1970-06-03,Italy,Sweden,1,0,1560.969554381592,1563.2061200864644,-2.236565704872419,2,0,3,5,4,1,3,1,1,9,7,2,1
1970-06-03,Brazil,Czechoslovakia,4,1,1674.485839265554,1525.9774800599216,148.50835920563236,3,0,2,11,9,2,2,1,2,6,7,-1,1
1970-06-03,Belgium,El Salvador,3,0,1401.1893886511868,1500.0,-98.81061134881315,0,1,4,8,17,-9,0,0,0,0,0,0,1
1970-06-06,Peru,Morocco,3,0,1475.4024156969053,1487.6602532273112,-12.257837530405823,1,0,2,4,6,-2,0,0,1,1,2,-1,1
1970-06-06,Soviet Union,Belgium,4,1,1562.8110069818208,1436.9446126825617,125.86639429925913,2,1,2,6,6,0,1,1,3,11,16,-5,1
1970-06-06,Uruguay,Italy,0,0,1578.3413174487766,1577.0725506159217,1.268766832854908,2,2,1,4,5,-1,3,0,2,6,2,4,0
1970-06-06,Romania,Czechoslovakia,2,1,1453.780861817885,1509.2665438277822,-55.485682009897346,0,1,4,5,12,-7,2,0,3,7,11,-4,1
1970-06-07,Mexico,El Salvador,4,0,1366.3597984880278,1464.2447759686252,-97.8849774805974,1,3,1,4,4,0,0,0,1,0,3,-3,1
1970-06-07,West Germany,Bulgaria,5,2,1593.252890694195,1409.7261532537054,183.52673744048957,4,0,1,12,7,5,0,1,4,3,11,-8,1
1970-06-07,Sweden,Israel,1,1,1547.1031238521346,1479.9920876376898,67.11103621444477,2,1,2,7,7,0,0,0,1,0,2,-2,0
1970-06-07,Brazil,England,1,0,1691.1967754976934,1609.0042779725866,82.19249752510677,3,0,2,11,8,3,5,0,0,10,3,7,1
1970-06-10,Soviet Union,El Salvador,2,0,1581.0890084558735,1426.5192602137652,154.5697482421083,2,1,2,8,6,2,0,0,2,0,7,-7,1
1970-06-10,Sweden,Uruguay,1,0,1544.0504190164704,1578.2828888365884,-34.23246982011801,2,1,2,8,8,0,2,2,1,4,5,-1,1
1970-06-10,Brazil,Romania,3,2,1703.480736424468,1472.3145683094435,231.16616811502445,3,0,2,9,7,2,1,1,3,7,9,-2,1
1970-06-10,West Germany,Peru,3,1,1607.7000848954376,1504.3898710110172,103.31021388442036,4,0,1,15,8,7,2,0,2,7,6,1,1
1970-06-11,England,Czechoslovakia,1,0,1596.720317045812,1490.7328373362236,105.98747970958834,4,0,1,8,4,4,2,0,3,7,10,-3,1
1970-06-11,Bulgaria,Morocco,1,1,1395.2789590524628,1458.6727979131992,-63.39383886073642,0,0,5,5,16,-11,0,0,2,1,5,-4,0
1970-06-11,Italy,Israel,0,0,1577.13097922811,1483.044792473354,94.086186754756,2,1,2,3,2,1,0,1,1,1,3,-2,0
1970-06-11,Mexico,Belgium,1,0,1404.0853142428878,1418.666611208509,-14.581296965621277,1,3,1,5,3,2,1,1,3,10,15,-5,1
1970-06-14,West Germany,England,3,2,1624.76681438169,1607.9853867019967,16.78142767969325,4,0,1,14,9,5,4,0,1,8,4,4,1
1970-06-14,Uruguay,Soviet Union,1,0,1560.7115070239092,1595.064509064631,-34.353002040721776,1,2,2,2,5,-3,2,1,2,8,5,3,1
1970-06-14,Italy,Mexico,4,1,1572.9010469563577,1420.7564138177613,152.14463313859642,1,2,2,1,2,-1,2,2,1,5,2,3,1
1970-06-14,Brazil,Peru,4,2,1710.170134649521,1487.3231415247649,222.84699312475618,3,0,2,10,9,1,2,0,3,8,9,-1,1
1970-06-17,Brazil,Uruguay,3,1,1720.5896006918601,1578.2883858237105,142.3012148681496,4,0,1,13,8,5,2,1,2,3,5,-2,1
1970-06-17,Italy,West Germany,4,3,1589.3676107652284,1639.994601500602,-50.62699073537351,2,2,1,5,2,3,4,0,1,15,10,5,1
1970-06-20,West Germany,Uruguay,1,0,1621.679504912444,1563.6030847291026,58.07642018334127,4,0,1,16,10,6,2,1,2,4,4,0,1
1970-06-21,Brazil,Italy,4,1,1735.274901786468,1607.6827073533864,127.59219443308166,5,0,0,15,6,9,3,2,0,9,4,5,1
1974-06-13,Brazil,Yugoslavia,0,0,1753.4307993362127,1525.8504797552587,227.58031958095398,5,0,0,15,6,9,3,0,2,10,5,5,0
1974-06-14,Zaire,Scotland,0,2,1500.0,1437.6110552296432,62.38894477035683,0,0,0,0,0,0,0,1,4,4,14,-10,-1
1974-06-14,Germany DR,Australia,2,0,1500.0,1500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1974-06-14,West Germany,Chile,1,0,1635.0296217205546,1507.8753333579439,127.15428836261071,4,0,1,15,9,6,1,1,3,5,9,-4,1
1974-06-15,Poland,Argentina,3,2,1483.4333744522185,1521.1940048794588,-37.76063042724036,0,0,1,5,6,-1,2,2,1,4,2,2,1
1974-06-15,Italy,Haiti,3,1,1589.5268098036418,1500.0,89.52680980364175,2,2,1,9,8,1,0,0,0,0,0,0,1
1974-06-15,Sweden,Bulgaria,0,0,1561.6218008291496,1398.166381015493,163.4554198136566,2,1,2,7,8,-1,0,1,4,6,15,-9,0
1974-06-15,Uruguay,Netherlands,0,2,1550.252967920992,1460.5310439742354,89.72192394675653,1,1,3,2,5,-3,0,0,2,2,6,-4,-1
1974-06-18,Australia,West Germany,0,3,1476.0,1645.4221018071187,-169.42210180711868,0,0,1,0,2,-2,4,0,1,11,7,4,-1
1974-06-18,Yugoslavia,Zaire,9,0,1535.0512093239001,1471.7360568898237,63.31515243407648,2,1,2,7,4,3,0,0,1,0,2,-2,1
1974-06-18,Scotland,Brazil,0,0,1465.8749983398195,1744.2300697675712,-278.3550714277517,1,1,3,6,13,-7,4,1,0,14,6,8,0
1974-06-18,Chile,Germany DR,1,1,1497.4828532713798,1524.0,-26.51714672862022,1,1,3,3,6,-3,1,0,0,2,0,2,0
1974-06-19,Netherlands,Sweden,0,0,1490.5946208484559,1554.604633731191,-64.01001288273505,1,0,2,4,6,-2,1,2,2,4,7,-3,0
1974-06-19,Haiti,Poland,0,7,1482.0509573994468,1501.1655010504192,-19.114543650972337,0,0,1,1,3,-2,1,0,1,8,8,0,-1
1974-06-19,Argentina,Italy,1,1,1503.4618782812581,1607.475852404195,-104.01397412293682,2,1,2,6,5,1,3,1,1,12,9,3,0
1974-06-19,Bulgaria,Uruguay,1,1,1405.1835481134517,1520.1893910467716,-115.00584293331985,0,2,3,6,12,-6,1,0,4,2,7,-5,0
1974-06-22,Scotland,Yugoslavia,1,1,1476.5100467047816,1565.8740062823053,-89.3639595775237,1,2,2,6,6,0,2,1,2,11,4,7,0
1974-06-22,Germany DR,West Germany,1,0,1522.7812058874179,1660.756633656014,-137.9754277685961,1,1,0,3,1,2,4,0,1,11,6,5,1
1974-06-22,Zaire,Brazil,0,3,1440.9132599314185,1733.595021402609,-292.6817614711906,0,0,2,0,11,-11,3,2,0,11,4,7,-1
1974-06-22,Australia,Chile,0,0,1460.6654681511047,1498.701647383962,-38.036179232857194,0,0,2,0,5,-5,0,2,3,3,7,-4,0
1974-06-23,Argentina,Haiti,4,1,1508.1137458360965,1449.541603388661,58.57214244743545,1,2,2,5,5,0,0,0,2,1,10,-9,1
1974-06-23,Sweden,Uruguay,3,0,1551.6897688403672,1515.078493611421,36.61127522894617,1,3,1,2,2,0,1,1,3,3,7,-4,1
1974-06-23,Poland,Italy,2,1,1533.6748550612049,1602.8239848493565,-69.14912978815164,2,0,1,15,8,7,3,1,1,13,10,3,1
1974-06-23,Bulgaria,Netherlands,1,4,1410.2944455488023,1493.5094857392796,-83.21504019047734,0,3,2,6,10,-4,1,1,2,4,6,-2,-1
1974-06-26,Netherlands,Argentina,4,0,1514.9285087808312,1531.4376047726366,-16.509095991805452,2,1,2,8,7,1,2,1,2,9,6,3,1
1974-06-26,Sweden,Poland,0,1,1576.7501212712366,1552.8178987874203,23.932222483816304,2,3,0,5,1,4,3,0,1,17,9,8,-1
1974-06-26,Brazil,Germany DR,1,0,1742.3567465448093,1544.8209897651943,197.53575677961499,3,2,0,10,2,8,2,1,0,4,1,3,1
1974-06-26,Yugoslavia,West Germany,0,2,1561.8470583262103,1638.7168497782375,-76.86979145202713,1,2,2,11,5,6,3,0,2,8,5,3,-1
1974-06-30,Argentina,Brazil,1,2,1500.4321592440565,1750.1280065224237,-249.69584727836718,1,1,3,7,10,-3,3,2,0,8,1,7,-1
1974-06-30,Poland,Yugoslavia,2,1,1569.9182785534936,1543.0720558117905,26.84622274170306,4,0,1,18,9,9,1,2,2,10,4,6,1
1974-06-30,West Germany,Sweden,4,2,1657.4918522926573,1559.6497415051633,97.842110787494,4,0,1,7,1,6,2,2,1,4,1,3,1
1974-06-30,Germany DR,Netherlands,0,2,1537.04972978758,1545.9339543094113,-8.884224521831356,2,1,1,4,2,2,3,1,1,10,4,6,-1
1974-07-03,Sweden,Yugoslavia,2,1,1542.2352594425845,1528.30591540817,13.929344034414498,1,2,2,5,5,0,1,2,2,11,5,6,1
1974-07-03,Argentina,Germany DR,1,1,1494.2896392436883,1513.6632965511408,-19.373657307452504,1,1,3,8,11,-3,2,1,2,4,4,0,0
1974-07-03,Netherlands,Brazil,2,0,1569.3203875458505,1756.270526522792,-186.9501389769414,4,1,0,12,1,11,3,2,0,6,1,5,1
1974-07-03,Poland,West Germany,0,1,1584.684418957114,1674.9063343552361,-90.22191539812206,5,0,0,15,4,11,4,0,1,10,3,7,-1
1974-07-06,Brazil,Poland,0,1,1720.4736244460375,1572.7483513975317,147.72527304850587,3,1,1,6,3,3,4,0,1,12,3,9,-1
1974-07-07,Netherlands,West Germany,1,2,1605.1172896226049,1686.8424019148185,-81.72511229221368,4,1,0,12,1,11,4,0,1,10,3,7,-1
1978-06-01,West Germany,Poland,0,0,1699.1467320546396,1595.1690172355127,103.97771481912696,4,0,1,9,4,5,4,0,1,6,3,3,0
1978-06-02,Argentina,Hungary,2,1,1495.1809055617268,1612.786322601618,-117.60541703989111,1,2,2,7,9,-2,2,0,3,8,8,0,1
1978-06-02,Tunisia,Mexico,3,1,1500.0,1404.2898500088907,95.71014999110935,0,0,0,0,0,0,2,2,1,6,4,2,1
1978-06-02,Italy,France,2,1,1583.680941123141,1499.9529663975056,83.72797472563548,2,1,2,10,11,-1,1,1,3,10,13,-3,1
1978-06-03,Austria,Spain,2,1,1518.5261683442984,1480.8457665730016,37.68040177129683,1,1,3,6,14,-8,2,0,3,6,7,-1,1
1978-06-03,Sweden,Brazil,1,1,1557.5941329139152,1698.0529586080565,-140.4588256941413,2,1,2,7,6,1,3,0,2,6,4,2,0
1978-06-03,Netherlands,Iran,3,0,1592.8129594827838,1500.0,92.81295948278375,4,0,1,13,3,10,0,0,0,0,0,0,1
1978-06-03,Peru,Scotland,3,1,1476.9036754824258,1480.5369946608766,-3.633319178450847,2,0,3,9,10,-1,1,2,2,6,6,0,1
1978-06-06,Poland,Tunisia,1,0,1599.819356090992,1517.5508921494886,82.26846394150334,3,1,1,4,2,2,1,0,0,3,1,2,1
1978-06-06,West Germany,Mexico,6,0,1694.4963931991604,1386.738957859402,307.75743533975833,4,1,0,9,3,6,2,1,2,7,7,0,1
1978-06-06,Italy,Hungary,3,1,1595.8980739952908,1591.568183913598,4.329890081692838,2,1,2,8,9,-1,2,0,3,9,9,0,1
1978-06-06,Argentina,France,2,1,1516.3990442497468,1487.735833525356,28.663210724390865,2,1,2,8,9,-1,1,1,3,9,10,-1,1
1978-06-07,Scotland,Iran,1,1,1456.2860230122114,1479.3068509638902,-23.02082795167871,1,2,2,5,6,-1,0,0,1,0,3,-3,0
1978-06-07,Netherlands,Peru,0,0,1613.5061085188936,1501.154647131091,112.3514613878026,4,0,1,12,2,10,3,0,2,12,10,2,0
1978-06-07,Brazil,Spain,0,0,1691.9153721039866,1466.5742417145002,225.34113038948635,2,1,2,4,5,-1,1,0,4,6,9,-3,0
1978-06-07,Austria,Sweden,1,0,1532.7976932027998,1563.7317194179852,-30.93402621518544,2,1,2,7,9,-2,2,1,2,8,7,1,1
1978-06-10,Italy,Argentina,1,0,1619.5989912681553,1531.082041164083,88.5169501040723,3,1,1,10,6,4,2,1,2,6,9,-3,1
1978-06-10,West Germany,Tunisia,0,0,1704.0309717826744,1505.2702407304048,198.76073105226965,4,1,0,13,3,10,1,0,1,3,2,1,0
1978-06-10,Poland,Mexico,3,1,1612.1000075100758,1377.204379275888,234.89562823418783,3,1,1,4,2,2,2,0,3,7,13,-6,1
1978-06-10,France,Hungary,3,1,1473.0528366110198,1567.8672666407335,-94.81443002971378,0,1,4,4,9,-5,2,0,3,9,9,0,1
1978-06-11,Brazil,Austria,1,0,1682.7839178387471,1550.2185053452426,132.56541249350448,1,2,2,3,5,-2,2,1,2,5,8,-3,1
1978-06-11,Peru,Iran,4,1,1506.1555121773654,1478.2482513918887,27.907260785476637,2,1,2,9,8,1,0,1,1,1,4,-3,1
1978-06-11,Spain,Sweden,1,0,1475.7056959797396,1546.3109072755424,-70.60521129580275,1,1,3,5,7,-2,1,1,3,5,8,-3,1
1978-06-11,Scotland,Netherlands,3,2,1457.3446225842129,1608.5052434726192,-151.16062088840636,1,3,1,5,5,0,3,1,1,8,2,6,1
1978-06-14,Argentina,Poland,2,0,1519.0724313817716,1621.9647835636508,-102.89235218187923,2,1,2,6,6,0,3,1,1,5,2,3,1
1978-06-14,Brazil,Peru,3,0,1692.9590185596999,1531.911277115855,161.04774144384487,1,2,2,2,4,-2,2,1,2,10,9,1,1
1978-06-14,West Germany,Italy,0,0,1695.7608159300573,1631.6086010504666,64.1522148795907,3,2,0,9,1,8,3,1,1,8,5,3,0
1978-06-14,Netherlands,Austria,5,1,1585.9523791862168,1540.04340462429,45.908974561926925,2,1,2,8,5,3,2,1,2,5,6,-1,1
1978-06-18,Argentina,Brazil,0,0,1549.9792367745372,1708.8361652267283,-158.85692845219114,3,1,1,7,4,3,2,2,1,5,2,3,0
1978-06-18,Italy,Austria,1,0,1634.5297967685385,1514.332043779131,120.19775298940749,3,1,1,7,4,3,2,1,2,6,9,-3,1
1978-06-18,West Germany,Netherlands,2,2,1692.8396202119854,1611.6637400313757,81.17588018060974,2,3,0,8,1,7,2,1,2,11,6,5,0
1978-06-18,Poland,Peru,1,0,1591.0579781708852,1516.0341304488265,75.02384772205869,3,1,1,5,3,2,2,1,2,9,9,0,1
1978-06-21,Netherlands,Italy,2,1,1615.335457514763,1645.2052353345578,-29.869777819794763,2,2,1,12,6,6,4,1,0,7,2,5,1
1978-06-21,Austria,West Germany,3,2,1503.6566052131118,1689.1679027285982,-185.51129751548638,2,0,3,4,8,-4,1,4,0,8,2,6,1
1978-06-21,Argentina,Peru,6,0,1556.8243798528727,1503.4363893956638,53.38799045720884,3,1,1,6,3,3,2,1,2,7,6,1,1
1978-06-21,Brazil,Poland,3,1,1701.9910221483929,1603.655719224048,98.33530292434489,2,3,0,5,1,4,3,1,1,5,3,2,1
1978-06-24,Brazil,Italy,2,1,1719.3740131288855,1627.8330602440185,91.54095288486701,3,2,0,7,1,6,3,1,1,6,3,3,1
1978-06-25,Argentina,Netherlands,3,1,1584.623532528431,1632.7076326053023,-48.08410007687121,3,1,1,10,2,8,2,2,1,11,7,4,1
1982-06-13,Argentina,Belgium,0,1,1611.9240190890896,1401.9955116336355,209.9285074554541,3,1,1,11,2,9,1,1,3,9,13,-4,-1
1982-06-14,Brazil,Soviet Union,2,1,1731.2533106076846,1577.4876302648297,153.76568034285492,4,1,0,9,2,7,2,1,2,7,4,3,1
1982-06-14,Italy,Poland,0,0,1615.9537627652194,1586.2727282435553,29.68103452166406,2,1,2,4,4,0,3,0,2,6,6,0,0
1982-06-15,Scotland,New Zealand,5,2,1479.8974868706152,1500.0,-20.10251312938476,1,3,1,6,7,-1,0,0,0,0,0,0,1
1982-06-15,Hungary,El Salvador,10,1,1537.4756048820834,1412.5437596050076,124.93184527707581,1,0,4,7,11,-4,0,0,3,0,9,-9,1
1982-06-15,Peru,Cameroon,0,0,1475.6372367201054,1500.0,-24.36276327989458,1,1,3,4,11,-7,0,0,0,0,0,0,0
1982-06-16,Spain,Honduras,1,1,1494.9131537593478,1500.0,-5.086846240652221,2,1,2,5,5,0,0,0,0,0,0,0,0
1982-06-16,West Germany,Algeria,1,2,1665.3536553647614,1500.0,165.35365536476138,1,3,1,10,5,5,0,0,0,0,0,0,-1
1982-06-16,England,France,3,1,1592.7575995830848,1503.4444983696699,89.31310121341494,3,0,2,8,6,2,1,0,4,6,9,-3,1
1982-06-17,Chile,Austria,0,1,1496.956981091579,1527.4708525769486,-30.513871485369464,0,3,2,3,5,-2,2,0,3,5,9,-4,-1
1982-06-17,Yugoslavia,Northern Ireland,0,0,1512.9470419368392,1480.9471812440902,31.999860692749053,1,1,3,12,7,5,2,1,2,6,10,-4,0
1982-06-17,Czechoslovakia,Kuwait,1,1,1479.4677676800388,1500.0,-20.532232319961167,1,0,4,6,11,-5,0,0,0,0,0,0,0
1982-06-18,Brazil,Scotland,4,1,1740.6009091009307,1509.5157525748396,231.08515652609117,4,1,0,10,3,7,2,2,1,11,9,2,1
1982-06-18,Italy,Peru,1,1,1614.5902160971516,1476.7573481519253,137.83286794522633,1,2,2,3,4,-1,1,1,3,4,11,-7,0
1982-06-18,Argentina,Hungary,4,1,1587.283257310582,1562.1093779458151,25.17387936476689,3,1,1,11,2,9,1,0,4,14,11,3,1
1982-06-19,Belgium,El Salvador,1,0,1426.636273412143,1387.9099865412759,38.72628687086717,2,0,3,6,9,-3,0,0,4,1,19,-18,1
1982-06-19,Soviet Union,New Zealand,3,0,1568.1400317715836,1470.3817342957757,97.75829747580792,2,1,2,7,4,3,0,0,1,2,5,-3,1
1982-06-19,Poland,Cameroon,0,0,1587.636274911623,1498.8798885681801,88.75638634344295,2,1,2,5,6,-1,0,1,0,0,0,0,0
1982-06-20,Spain,Yugoslavia,2,1,1495.147394948567,1511.4775467690847,-16.330151820517813,1,2,2,4,5,-1,0,2,3,3,7,-4,1
1982-06-20,England,Czechoslovakia,2,0,1610.7204683997898,1480.4122127179035,130.3082556818863,3,0,2,7,5,2,0,1,4,4,11,-7,1
1982-06-20,West Germany,Chile,4,1,1642.2660550856629,1482.3585949181063,159.90746016755656,0,3,2,5,7,-2,0,2,3,2,5,-3,1
1982-06-21,Algeria,Austria,0,2,1523.0876002790985,1542.0692387504214,-18.981638471322867,1,0,0,2,1,1,2,0,3,5,9,-4,-1
1982-06-21,Honduras,Northern Ireland,1,1,1499.7657588107809,1482.4166764118447,17.34908239893616,0,1,0,1,1,0,1,2,2,5,10,-5,0
1982-06-21,France,Kuwait,4,1,1485.481629552965,1499.0555549621354,-13.573925409170442,1,0,4,6,10,-4,0,1,0,1,1,0,1
1982-06-22,Poland,Peru,5,1,1583.6355458718065,1482.7915015394606,100.8440443323459,1,2,2,2,5,-3,0,2,3,1,11,-10,1
1982-06-22,Soviet Union,Scotland,2,2,1588.4631739055174,1497.8049871169696,90.65818678854771,3,0,2,10,4,6,2,1,2,11,12,-1,0
1982-06-22,Belgium,Hungary,1,1,1440.8602112040858,1536.1346100690007,-95.27439886491493,3,0,2,6,5,1,1,0,4,14,13,1,0
1982-06-23,Argentina,El Salvador,2,0,1613.2580251873965,1373.6860487493332,239.5719764380633,3,1,1,13,3,10,0,0,5,1,20,-19,1
1982-06-23,Italy,Cameroon,1,1,1608.5560627096163,1502.8806176079968,105.67544510161952,1,2,2,4,5,-1,0,2,0,0,0,0,0
1982-06-23,Brazil,New Zealand,4,0,1752.3116745588006,1450.058592161842,302.2530823969587,4,1,0,11,4,7,0,0,2,2,8,-6,1
1982-06-24,Honduras,Yugoslavia,0,1,1498.9674674359521,1494.7260687889593,4.24139864699282,0,2,0,2,2,0,0,1,4,3,8,-5,-1
1982-06-24,Algeria,Chile,3,2,1500.397502395932,1466.406672647614,33.99082974831799,1,0,1,2,3,-1,0,2,3,2,7,-5,1
1982-06-24,France,Czechoslovakia,1,1,1514.5750024496886,1465.013989034226,49.56101341546264,2,0,3,10,9,1,0,1,4,3,10,-7,0
1982-06-25,Northern Ireland,Spain,1,0,1483.2149677866735,1511.8988729286923,-28.68390514201883,1,3,1,5,8,-3,2,2,1,5,4,1,1
1982-06-25,West Germany,Austria,1,0,1658.2179773561552,1564.759336633588,93.45864072256722,1,2,2,9,8,1,3,0,2,7,8,-1,1
1982-06-25,England,Kuwait,1,0,1626.1186920834673,1469.9621820654118,156.15651001805554,3,0,2,8,5,3,0,1,1,2,5,-3,1
1982-06-28,Poland,Belgium,3,0,1604.8774770693929,1445.1409920651902,159.73648500420268,2,2,1,7,4,3,2,1,2,4,6,-2,1
1982-06-28,Austria,France,0,1,1552.9623763757113,1512.3079893660192,40.65438700969207,3,0,2,6,4,2,2,1,2,10,8,2,-1
1982-06-29,Italy,Argentina,2,1,1603.8342471234976,1622.9134962344865,-19.07924911098894,0,3,2,4,6,-2,4,0,1,15,3,12,1
1982-06-29,West Germany,England,0,0,1670.0149376140319,1635.3754832194275,34.6394543946044,2,1,2,10,8,2,4,0,1,9,4,5,0
1982-07-01,Austria,Northern Ireland,2,2,1535.098670850975,1500.5329174238204,34.565753427154505,3,0,2,6,4,2,2,2,1,4,6,-2,0
1982-07-01,Belgium,Soviet Union,0,1,1429.1778395987728,1584.3804525779415,-155.20261297916863,2,1,2,3,5,-2,2,1,2,8,5,3,-1
1982-07-02,West Germany,Spain,2,1,1668.4249963913505,1494.5809232915453,173.8440730998052,2,1,2,8,6,2,2,2,1,4,3,1,1
1982-07-02,Argentina,Brazil,1,3,1606.035746479899,1761.1516875527934,-155.11594107289443,3,0,2,10,5,5,5,0,0,15,4,11,-1
1982-07-04,Poland,Soviet Union,0,0,1620.8406295358102,1593.67341143526,27.167218100550144,2,2,1,9,4,5,2,1,2,7,5,2,0
1982-07-04,France,Northern Ireland,4,1,1530.1716948907556,1502.1194980358732,28.052196854882368,3,1,1,10,6,4,1,3,1,4,7,-3,1
1982-07-05,Spain,England,0,0,1485.979370566864,1636.9654244421088,-150.9860538752448,2,1,2,5,5,0,3,1,1,8,4,4,0
1982-07-05,Italy,Brazil,3,2,1620.711996878085,1775.096061385821,-154.38406450773596,1,3,1,5,5,0,5,0,0,15,4,11,1
1982-07-08,West Germany,France,3,3,1677.026549116032,1555.9158547887216,121.11069432731028,3,1,1,8,4,4,3,1,1,11,6,5,0
1982-07-08,Poland,Italy,0,2,1619.5920765174485,1643.3879356854666,-23.79585916801807,2,3,0,8,1,7,2,3,0,7,5,2,-1
1982-07-10,Poland,France,3,2,1597.233270823113,1561.2777699398505,35.9555008832624,2,2,1,8,3,5,3,2,0,13,6,7,1
1982-07-11,Italy,West Germany,3,1,1665.7467413798022,1671.664633964903,-5.917892585100844,3,2,0,9,5,4,3,2,0,10,5,5,1
1986-05-31,Bulgaria,Italy,1,1,1388.8754225072507,1690.1554953880627,-301.280072880812,0,3,2,5,11,-6,4,1,0,11,5,6,0
1986-06-01,Spain,Brazil,0,1,1492.5255428044245,1752.4201225784395,-259.894579774015,1,2,2,4,5,-1,4,0,1,15,6,9,-1
1986-06-01,Canada,France,0,1,1500.0,1546.9276960119803,-46.92769601198029,0,0,0,0,0,0,2,2,1,11,8,3,-1
1986-06-02,Soviet Union,Hungary,6,0,1594.9219644536217,1531.8538292078963,63.06813524572544,2,2,1,7,4,3,1,1,3,14,12,2,1
1986-06-02,Morocco,Poland,0,0,1455.785375950169,1611.583344750983,-155.79796880081403,0,1,2,2,6,-4,3,1,1,11,5,6,0
1986-06-02,Argentina,South Korea,3,1,1592.0913726468714,1435.6059831809987,156.4853894658727,2,0,3,8,7,1,0,0,2,0,16,-16,1
1986-06-03,Belgium,Mexico,1,2,1419.8848807414543,1367.339603222313,52.54527751914134,2,1,2,3,5,-2,1,0,4,4,16,-12,-1
1986-06-03,Portugal,England,1,0,1603.4634080995484,1630.4192522045482,-26.95584410499987,4,0,1,14,7,7,3,2,0,6,1,5,1
1986-06-03,Algeria,Northern Ireland,1,1,1514.8371419366408,1476.3753381379072,38.46180379873363,2,0,1,5,5,0,1,3,1,5,7,-2,0
