Date,home_team,away_team,home_score,away_score,elo_home,elo_away,elo_diff,home_form_wins,home_form_draws,home_form_losses,home_form_gf,home_form_ga,home_form_gd,away_form_wins,away_form_draws,away_form_losses,away_form_gf,away_form_ga,away_form_gd,outcome
1998-06-25,Belgium,South Korea,1,1,1474.8035761761778,1338.0003929637937,136.80318321238406,1,2,2,5,6,-1,0,2,3,5,13,-8,0
1998-06-25,Netherlands,Mexico,2,2,1602.3351424919879,1473.7719621898577,128.56318030213015,3,1,1,11,4,7,2,3,0,9,6,3,0
1998-06-25,Germany,Iran,2,0,1617.3028422164193,1452.7448214562082,164.5580207602111,3,1,1,11,8,3,1,1,3,4,10,-6,1
1998-06-25,USA,FR Yugoslavia,0,1,1382.6519624215296,1518.6580329279927,-136.00607050646317,1,0,4,3,7,-4,1,1,0,3,2,1,-1
1998-06-26,Colombia,England,0,2,1457.4838766735747,1637.4689209431215,-179.98504426954673,2,0,3,5,6,-1,2,1,2,8,7,1,-1
1998-06-26,Japan,Jamaica,1,2,1475.114229442236,1458.2141281727922,16.900101269443667,0,0,2,0,2,-2,0,0,2,1,8,-7,-1
1998-06-26,Argentina,Croatia,1,0,1653.5447727722997,1538.4178820425882,115.12689072971148,3,0,2,10,6,4,2,0,0,4,1,3,1
1998-06-26,Romania,Tunisia,1,1,1550.4024029438717,1479.4325247285137,70.969878215358,4,1,0,9,5,4,1,1,3,3,5,-2,0
1998-06-27,Brazil,Chile,4,1,1780.0138712511562,1464.6768654113284,315.3370058398277,3,1,1,7,3,4,0,3,2,7,11,-4,1
1998-06-27,Italy,Norway,1,0,1726.5174947488297,1518.3566181151252,208.16087663370445,3,2,0,9,4,5,1,3,1,5,5,0,1
1998-06-28,Nigeria,Denmark,1,4,1519.1311177495695,1541.8375092605183,-22.706391510948833,3,0,2,8,7,1,2,1,2,6,8,-2,-1
1998-06-28,France,Paraguay,1,0,1663.4446061206577,1493.9013663391024,169.54323978155526,4,0,1,13,5,8,1,3,1,5,6,-1,1
1998-06-29,Netherlands,FR Yugoslavia,2,1,1596.6707911766064,1528.6961839377798,67.9746072388266,2,2,1,11,5,6,2,1,0,4,2,2,1
1998-06-29,Germany,Mexico,2,1,1630.7156623451733,1479.4363135052392,151.27934883993407,3,1,1,10,6,4,1,4,0,9,7,2,1
1998-06-30,Argentina,England,2,2,1664.428870233674,1650.0404862114392,14.388384022234732,3,0,2,9,5,4,2,1,2,7,5,2,0
1998-06-30,Romania,Croatia,0,1,1547.17882990471,1527.533784581214,19.645045323496106,3,2,0,9,6,3,2,0,1,4,2,2,-1
1998-07-03,Italy,France,0,0,1733.9345526148181,1672.2027592768413,61.7317933379768,3,2,0,8,3,5,5,0,0,14,3,11,0
1998-07-03,Brazil,Denmark,3,2,1787.8543044222652,1568.0101911688532,219.84411325341193,3,1,1,10,4,6,2,1,2,8,9,-1,1
1998-07-04,Germany,Croatia,0,3,1640.158248180683,1544.437509454313,95.72073872636997,3,1,1,9,5,4,3,0,1,5,2,3,-1
1998-07-04,Netherlands,Argentina,2,1,1609.5797833516654,1663.7666392044305,-54.18685585276512,2,2,1,11,6,5,3,1,1,11,5,6,1
1998-07-07,Brazil,Netherlands,1,1,1794.8950838106412,1628.0551423433828,166.8399414672583,4,0,1,13,6,7,3,2,0,11,4,7,0
1998-07-08,France,Croatia,2,1,1675.0160704959314,1579.9622603404202,95.0538101555112,4,1,0,10,1,9,4,0,1,8,2,6,1
1998-07-11,Netherlands,Croatia,1,2,1635.1976532917683,1568.2336082833497,66.96404500841868,3,2,0,12,5,7,3,0,2,6,3,3,-1
1998-07-12,Brazil,France,0,3,1787.7525728622556,1686.744722553002,101.00785030925363,3,1,1,12,6,6,4,1,0,9,2,7,-1
2002-05-31,France,Senegal,0,1,1722.6631508885218,1500.0,222.66315088852184,4,1,0,8,2,6,0,0,0,0,0,0,-1
2002-06-01,Germany,Saudi Arabia,8,0,1604.6334972945756,1464.8423813806862,139.79111591388937,3,1,1,8,6,2,1,1,3,4,10,-6,1
2002-06-01,Uruguay,Denmark,1,2,1441.3012344465476,1560.969411780477,-119.6681773339294,1,1,3,2,6,-4,2,1,2,9,7,2,-1
2002-06-01,Republic of Ireland,Cameroon,1,1,1485.4689971285266,1464.0792294329888,21.389767695537785,1,1,3,2,5,-3,0,2,3,3,14,-11,0
2002-06-02,Spain,Slovenia,3,1,1572.375998581456,1500.0,72.37599858145609,2,1,2,12,6,6,0,0,0,0,0,0,1
2002-06-02,England,Sweden,1,1,1650.7027172406827,1561.371677372181,89.33103986850165,2,1,2,8,6,2,2,2,1,10,5,5,0
2002-06-02,Paraguay,South Africa,2,2,1485.1432131829188,1483.4769066425783,1.666306540340429,1,2,2,3,5,-2,0,2,1,3,6,-3,0
2002-06-02,Argentina,Nigeria,1,0,1645.291280212713,1492.9584358412346,152.33284437147836,3,1,1,10,4,6,2,0,3,7,11,-4,1
2002-06-03,Croatia,Mexico,0,1,1587.2797898123954,1469.9937276697297,117.28606214266574,3,0,2,7,4,3,1,3,1,9,8,1,-1
2002-06-03,Italy,Ecuador,2,0,1731.121241395728,1500.0,231.12124139572802,3,2,0,8,3,5,0,0,0,0,0,0,1
2002-06-03,Brazil,Turkey,2,1,1751.8341445267358,1475.3038935593056,276.5302509674302,2,1,2,9,9,0,1,0,2,10,11,-1,1
2002-06-04,South Korea,Poland,2,0,1343.9938266137829,1576.9116789985385,-232.91785238475563,0,2,3,4,12,-8,2,1,2,4,9,-5,1
2002-06-04,Japan,Belgium,2,2,1458.3365642606295,1468.8101425261887,-10.473578265559127,0,0,3,1,4,-3,0,3,2,5,7,-2,0
2002-06-04,China,Costa Rica,0,2,1500.0,1494.972722030948,5.027277969051966,0,0,0,0,0,0,2,0,2,4,6,-2,-1
2002-06-05,Germany,Republic of Ireland,1,1,1626.8829762056066,1484.4852045374096,142.39777166819704,3,1,1,14,6,8,1,2,2,3,5,-2,0
2002-06-05,USA,Portugal,3,2,1372.6138114117425,1571.094604111971,-198.48079270022845,0,0,5,1,7,-6,2,0,3,5,7,-2,1
2002-06-05,Russia,Tunisia,2,0,1502.4486216294338,1482.6560977676754,19.792523861758355,1,0,2,7,6,1,0,2,3,1,5,-4,1
2002-06-06,France,Uruguay,0,0,1697.6152187251191,1430.604097886854,267.011120838265,3,1,1,6,2,4,1,1,3,3,7,-4,0
2002-06-06,Cameroon,Saudi Arabia,1,0,1465.0630220241057,1442.5929024696552,22.470119554450548,0,3,2,4,12,-8,0,1,4,3,18,-15,1
2002-06-06,Denmark,Senegal,1,1,1571.6665483401705,1525.0479321634027,46.61861617676777,2,1,2,10,8,2,1,0,0,1,0,1,0
2002-06-07,Argentina,England,0,1,1654.6935499983442,1646.6771892955655,8.016360702778684,3,1,1,10,4,6,2,2,1,8,5,3,-1
2002-06-07,Spain,Paraguay,3,1,1591.4475268071199,1485.066477519267,106.38104928785287,2,1,2,12,7,5,1,3,1,5,4,1,1
2002-06-07,Sweden,Nigeria,2,1,1565.3972053172981,1483.5561660556034,81.84103926169473,2,2,1,10,5,5,2,0,3,6,10,-4,1
2002-06-08,South Africa,Slovenia,1,0,1483.5536423062301,1480.9284717743362,2.6251705318939003,0,3,1,5,8,-3,0,0,1,1,3,-2,1
2002-06-08,Italy,Croatia,1,2,1741.1573914257522,1566.074797632434,175.0825937933182,4,1,0,8,1,7,3,0,2,7,4,3,-1
2002-06-08,Brazil,China,4,0,1757.2461678725938,1475.6527521749445,281.59341569764933,3,1,1,10,8,2,0,0,1,0,2,-2,1
2002-06-09,Mexico,Ecuador,2,1,1491.198719849691,1489.9638499699759,1.2348698797152338,2,2,1,9,7,2,0,0,1,0,2,-2,1
2002-06-09,Japan,Russia,1,0,1458.8187443137551,1525.082879608465,-66.26413529470983,0,1,3,3,6,-3,2,0,2,9,6,3,1
2002-06-09,Costa Rica,Turkey,1,1,1519.3199698560036,1469.8918702134476,49.428099642555935,3,0,2,6,6,0,1,0,3,11,13,-2,0
2002-06-10,South Korea,USA,1,1,1382.0395225652835,1396.87451594938,-14.834993384096606,1,1,3,6,12,-6,1,0,4,4,8,-4,0
2002-06-10,Portugal,Poland,4,0,1546.8338995743334,1538.8659830470378,7.967916527295529,2,0,3,6,8,-2,1,1,3,1,9,-8,1
2002-06-10,Tunisia,Belgium,1,1,1460.0218397886442,1468.327962473063,-8.306122684418824,0,2,3,1,6,-5,0,4,1,7,8,-1,0
2002-06-11,Denmark,France,2,0,1569.5324737082187,1687.2781322263752,-117.74565851815646,2,1,2,10,8,2,2,2,1,5,2,3,1
2002-06-11,Cameroon,Germany,0,2,1480.0296751208248,1620.6694005355878,-140.639725414763,1,3,1,4,6,-2,3,1,1,13,5,8,-1
2002-06-11,Saudi Arabia,Republic of Ireland,0,3,1427.6262493729362,1490.6987802074284,-63.07253083449223,0,1,4,2,16,-14,0,3,2,3,6,-3,-1
2002-06-11,Senegal,Uruguay,3,3,1527.1820067953545,1440.941184385598,86.24082240975645,1,1,0,2,1,1,1,1,3,3,7,-4,0
2002-06-12,Slovenia,Paraguay,1,3,1465.0493630444164,1468.193670609997,-3.144307565580675,0,0,2,1,4,-3,1,2,2,6,7,-1,-1
2002-06-12,South Africa,Spain,2,3,1499.43275103615,1608.3203337163898,-108.8875826802398,1,3,1,6,8,-2,3,1,1,14,6,8,-1
2002-06-12,Nigeria,England,0,0,1471.2568893363937,1663.0462908526004,-191.78940151620668,1,0,4,4,10,-6,2,2,1,7,5,2,0
2002-06-12,Sweden,Argentina,1,1,1577.6964820365079,1638.3244484413094,-60.627966404801555,2,2,1,9,5,4,2,1,2,5,5,0,0
2002-06-13,Ecuador,Croatia,1,0,1474.0207175900498,1589.5180116781096,-115.49729408805979,0,0,2,1,4,-3,3,0,2,8,5,3,1
2002-06-13,Mexico,Italy,1,1,1507.1418522296171,1717.7141773800765,-210.5723251504594,2,2,1,8,7,1,3,1,1,6,3,3,0
2002-06-13,Turkey,China,3,0,1472.1528849475565,1465.8806386941394,6.272246253417052,1,1,3,12,14,-2,0,0,2,0,6,-6,1
2002-06-13,Costa Rica,Brazil,2,5,1517.0589551218948,1767.0182813533988,-249.95932623150406,2,1,2,6,7,-1,3,1,1,10,7,3,-1
2002-06-14,Tunisia,Japan,0,2,1460.4042780170687,1477.8338502460815,-17.42957222901282,0,2,3,2,7,-5,1,1,3,4,6,-2,-1
2002-06-14,Portugal,South Korea,0,1,1575.7551867436075,1382.7222843788416,193.03290236476596,2,0,3,8,7,1,1,2,2,5,10,-5,-1
2002-06-14,Belgium,Russia,3,2,1467.9455242446386,1506.0677736761386,-38.122249431499995,0,5,0,6,6,0,2,0,3,9,7,2,1
2002-06-14,Poland,USA,3,1,1509.9446958777637,1396.191754135822,113.75294174194164,1,0,4,1,13,-12,1,1,3,5,8,-3,1
2002-06-15,Denmark,England,0,3,1601.3683377411367,1655.0138373541593,-53.645499613022594,3,1,1,11,6,5,2,3,0,6,3,3,-1
2002-06-15,Germany,Paraguay,1,0,1635.4523655801017,1491.9764754677828,143.4758901123189,3,1,1,13,5,8,2,1,2,9,8,1,1
2002-06-16,Spain,Republic of Ireland,1,1,1619.463848026245,1513.6708470067351,105.7930010195098,4,1,0,15,5,10,1,3,1,5,4,1,0
2002-06-16,Sweden,Senegal,1,2,1580.4605043792185,1523.2900758107078,57.170428568510715,2,2,1,8,4,4,1,2,0,5,4,1,-1
2002-06-17,Brazil,Belgium,2,0,1777.7545233628155,1485.694106981812,292.0604163810035,3,1,1,12,7,5,1,4,0,9,8,1,1
2002-06-17,Mexico,USA,0,2,1515.8035947444062,1379.78029461691,136.0233001274962,2,2,1,7,6,1,1,1,3,6,9,-3,-1
2002-06-18,Japan,Turkey,0,1,1500.630867048347,1499.647456529117,0.9834105192298921,2,1,2,6,5,1,2,1,2,14,10,4,-1
2002-06-18,South Korea,Italy,2,1,1406.7974934797878,1709.0524348652875,-302.2549413854997,2,2,1,5,7,-2,2,2,1,5,3,2,1
2002-06-21,England,Brazil,1,2,1678.7245532630907,1785.2872601630324,-106.56270689994176,2,3,0,7,3,4,4,0,1,13,6,7,-1
2002-06-21,Germany,USA,1,0,1645.196679422044,1412.7240930159421,232.47258640610198,3,1,1,12,4,8,2,1,2,7,7,0,1
2002-06-22,Senegal,Turkey,0,1,1541.8993635212792,1515.692744136212,26.206619385067143,2,2,0,7,5,2,2,1,2,8,10,-2,-1
2002-06-22,Spain,South Korea,0,0,1614.7370907690815,1434.0191515762874,180.71793919279412,4,1,0,16,6,10,3,2,0,7,3,4,0
2002-06-25,Germany,South Korea,1,0,1651.846374383049,1441.6641797771258,210.1821946059231,4,1,0,13,1,12,3,2,0,6,2,4,1
2002-06-26,Brazil,Turkey,1,0,1796.5281714031146,1532.8973199505476,263.63085145256696,5,0,0,15,4,11,3,1,1,7,3,4,1
2002-06-29,South Korea,Turkey,2,3,1434.313213733873,1527.1431445779124,-92.82993084403938,2,2,1,4,3,1,3,1,1,6,2,4,-1
2002-06-30,Germany,Brazil,0,2,1659.1973404263017,1802.2823467757498,-143.08500634944812,4,1,0,6,1,5,5,0,0,14,3,11,-1
2006-06-09,Poland,Ecuador,0,2,1526.3561553966758,1495.1519286951198,31.20422670155608,1,0,4,3,14,-11,1,0,2,2,4,-2,-1
2006-06-09,Germany,Costa Rica,4,2,1644.5579858839278,1506.3227131124781,138.23527277144967,4,0,1,5,2,3,2,1,2,8,11,-3,1
2006-06-10,Argentina,Ivory Coast,2,1,1635.5604260985988,1500.0,135.56042609859878,1,2,2,5,6,-1,0,0,0,0,0,0,1
2006-06-10,Trinidad and Tobago,Sweden,0,0,1500.0,1561.851216668647,-61.85121666864711,0,0,0,0,0,0,2,2,1,9,5,4,0
2006-06-10,England,Paraguay,1,0,1667.4836420230085,1482.2321616258405,185.25148039716805,2,2,1,6,3,3,1,1,3,6,8,-2,1
2006-06-11,Serbia and Montenegro,Netherlands,0,1,1500.0,1616.1514717627226,-116.15147176272262,0,0,0,0,0,0,2,2,1,8,7,1,-1
2006-06-11,Angola,Portugal,0,1,1500.0,1551.6799776426612,-51.67997764266124,0,0,0,0,0,0,1,0,4,7,8,-1,-1
2006-06-11,Mexico,Iran,3,1,1482.859796345374,1439.3320013274542,43.52779501791974,2,1,2,5,6,-1,1,1,3,4,9,-5,1
2006-06-12,USA,Czech Republic,0,3,1406.0743980549373,1500.0,-93.92560194506268,2,1,2,7,7,0,0,0,0,0,0,0,-1
2006-06-12,Australia,Japan,3,1,1462.4101344434876,1484.585579441252,-22.175444997764544,0,1,2,0,5,-5,2,1,2,6,5,1,1
2006-06-12,Italy,Ghana,2,0,1681.830776768788,1500.0,181.83077676878793,1,2,2,5,5,0,0,0,0,0,0,0,1
2006-06-13,Brazil,Croatia,1,0,1816.9217013181237,1568.3868005730396,248.5349007450841,5,0,0,12,3,9,2,0,3,5,6,-1,1
2006-06-13,France,Switzerland,0,0,1655.4422681934573,1389.32272264154,266.1195455519173,2,1,2,5,4,1,1,1,3,5,9,-4,0
2006-06-13,South Korea,Togo,2,1,1422.4892854686816,1500.0,-77.5107145313184,2,1,2,5,5,0,0,0,0,0,0,0,1
2006-06-14,Germany,Poland,1,0,1659.4829226841373,1500.2064208597108,159.27650182442653,4,0,1,7,4,3,1,0,4,3,13,-10,1
2006-06-14,Tunisia,Saudi Arabia,2,2,1437.6072612148032,1404.6541825736294,32.95307864117376,0,2,3,2,7,-5,0,1,4,2,18,-16,0
2006-06-14,Spain,Ukraine,4,0,1607.0920625682431,1500.0,107.09206256824314,3,2,0,10,5,5,0,0,0,0,0,0,1
2006-06-15,Sweden,Paraguay,1,0,1559.0325761561598,1474.0372946015011,84.99528155465873,1,3,1,5,5,0,1,1,3,6,8,-2,1
2006-06-15,England,Trinidad and Tobago,2,0,1675.678509047348,1502.8186405124873,172.85986853486065,3,1,1,6,2,4,0,1,0,0,0,0,1
2006-06-15,Ecuador,Costa Rica,3,0,1521.3016632320848,1491.3977763122687,29.90388691981616,2,0,2,4,4,0,1,1,3,8,14,-6,1
2006-06-16,Argentina,Serbia and Montenegro,6,0,1645.6162588151894,1489.1582223314174,156.45803648377205,2,1,2,5,5,0,0,0,1,0,1,-1,1
2006-06-16,Netherlands,Ivory Coast,2,1,1626.9932494313052,1489.9441672834093,137.0490821478959,3,1,1,7,5,2,0,0,1,1,2,-1,1
2006-06-16,Mexico,Angola,0,0,1503.8686360336217,1486.362552235531,17.506083798090685,3,1,1,7,5,2,0,0,1,0,1,-1,0
2006-06-17,Portugal,Iran,2,0,1565.3174254071303,1418.3231616392065,146.9942637679237,2,0,3,8,7,1,1,0,4,4,11,-7,1
2006-06-17,Italy,USA,1,1,1694.3040036199327,1385.4647409672352,308.83926265269747,2,1,2,7,5,2,1,1,3,4,8,-4,0
2006-06-17,Czech Republic,Ghana,0,2,1520.609657087702,1487.5267731488552,33.08288393884686,1,0,0,3,0,3,0,0,1,0,2,-2,-1
2006-06-18,Japan,Croatia,0,0,1459.0558306843898,1562.21104186885,-103.15521118446031,2,1,2,6,6,0,2,0,3,4,5,-1,0
2006-06-18,France,South Korea,1,1,1645.1291419292158,1442.0007224579135,203.12841947130232,1,2,2,3,3,0,2,1,2,6,6,0,0
2006-06-18,Brazil,Australia,2,0,1823.0974600223133,1487.9398832003499,335.1575768219634,5,0,0,8,1,7,1,1,2,3,6,-3,1
2006-06-19,Spain,Tunisia,3,1,1627.8466582137905,1436.0942500960255,191.75240811776507,3,2,0,11,4,7,0,3,2,4,8,-4,1
2006-06-19,Saudi Arabia,Ukraine,0,4,1406.1671936924072,1479.2454043544526,-73.07821066204542,0,2,3,4,16,-12,0,0,1,0,4,-4,-1
2006-06-19,Togo,Switzerland,0,2,1480.488563010768,1399.6358489057814,80.85271410498672,0,0,1,1,2,-1,1,2,2,5,7,-2,-1
2006-06-20,Sweden,England,2,2,1571.1946574560254,1688.6343579157847,-117.43970045975925,2,2,1,5,4,1,3,1,1,7,2,5,0
2006-06-20,Paraguay,Trinidad and Tobago,2,0,1461.8752133016355,1489.8627916440505,-27.987578342414963,1,0,4,4,7,-3,0,1,1,0,2,-2,1
2006-06-20,Ecuador,Germany,0,3,1546.8976281957025,1668.622002238002,-121.72437404229959,3,0,2,7,4,3,4,0,1,7,4,3,-1
2006-06-20,Costa Rica,Poland,1,2,1465.801811348651,1491.067341305846,-25.265529957194985,1,1,3,7,13,-6,1,0,4,3,10,-7,-1
2006-06-21,Portugal,Mexico,2,1,1579.7288270445545,1503.0631326385871,76.66569440596732,3,0,2,9,4,5,2,2,1,6,5,1,1
2006-06-21,Netherlands,Argentina,0,0,1636.9900832616868,1664.569279434996,-27.57919617330913,3,1,1,7,5,2,3,1,1,10,3,7,0
2006-06-21,Ivory Coast,Serbia and Montenegro,3,2,1479.9473334530278,1470.205201711611,9.74213174141687,0,0,2,2,4,-2,0,0,2,0,7,-7,1
2006-06-21,Iran,Angola,1,1,1403.9117600017823,1487.1680556305655,-83.25629562878316,1,0,4,3,9,-6,0,1,1,0,1,-1,0
2006-06-22,Croatia,Australia,2,2,1557.5954047920516,1481.852252848539,75.74315194351266,1,1,3,2,4,-2,1,1,3,3,8,-5,0
2006-06-22,Japan,Brazil,1,4,1463.6714677611883,1829.1850903741242,-365.51362261293593,2,1,2,4,4,0,5,0,0,8,1,7,-1
2006-06-22,Czech Republic,Italy,0,2,1494.3312542729911,1682.9303177880256,-188.59906351503446,1,0,1,3,2,1,1,2,2,6,6,0,-1
2006-06-22,Ghana,USA,2,1,1513.8051759635662,1396.8384267991423,116.96674916442385,1,0,1,2,2,0,1,1,3,4,8,-4,1
2006-06-23,Switzerland,South Korea,2,0,1429.1222727048284,1450.417320118199,-21.29504741337064,2,1,2,6,6,0,1,2,2,5,6,-1,1
2006-06-23,Togo,France,0,2,1451.002139211721,1636.7125442689303,-185.7104050572093,0,0,2,1,4,-3,0,3,2,1,4,-3,-1
2006-06-23,Ukraine,Tunisia,1,0,1502.70967709922,1424.141018875214,78.56865822400596,1,0,1,4,4,0,0,2,3,4,10,-6,1
2006-06-23,Saudi Arabia,Spain,0,1,1382.7029209476398,1639.799889434602,-257.09696848696217,0,1,4,2,18,-16,3,2,0,11,4,7,-1
2006-06-24,Germany,Sweden,2,0,1687.1947742488853,1576.4059752667672,110.78879898211812,4,0,1,9,4,5,1,3,1,5,5,0,1
2006-06-24,Argentina,Mexico,2,1,1663.3018714085033,1490.53750961912,172.7643617893832,2,2,1,9,3,6,1,2,2,5,6,-1,1
2006-06-25,Portugal,Netherlands,1,0,1592.2544500640215,1638.2574912881794,-46.00304122415787,4,0,1,9,2,7,2,2,1,5,4,1,1
2006-06-25,England,Ecuador,1,0,1683.423040105043,1528.3248561848193,155.09818392022362,3,1,1,9,4,5,3,0,2,7,5,2,1
2006-06-26,Switzerland,Ukraine,0,0,1454.591443174107,1515.15189770943,-60.56045453532283,2,1,2,4,5,-1,2,0,1,5,4,1,0
2006-06-26,Italy,Australia,1,0,1695.047233908969,1485.2861252190403,209.76110868992873,2,2,1,7,4,3,1,2,2,5,8,-3,1
2006-06-27,Spain,France,1,3,1645.7337161201283,1648.9807029362712,-3.2469868161429076,3,2,0,9,2,7,1,3,1,3,3,0,-1
2006-06-27,Brazil,Ghana,3,0,1835.2724191241489,1524.6133364289576,310.6590826951913,5,0,0,10,1,9,2,0,1,4,3,1,1
2006-06-30,Italy,Ukraine,3,0,1702.4119342090787,1512.3908917213046,190.02104248777414,3,1,1,7,3,4,2,1,1,5,4,1,1
2006-06-30,Germany,Argentina,1,1,1703.7910128891249,1671.9425713048254,31.848441584299508,4,0,1,10,4,6,3,2,0,11,3,8,0
2006-07-01,Brazil,France,0,1,1843.2961881730105,1672.7564155627751,170.53977261023533,5,0,0,12,1,11,2,2,1,6,4,2,-1
2006-07-01,England,Portugal,0,0,1692.719963534774,1610.3606741889798,82.3592893457942,3,1,1,7,4,3,4,0,1,6,2,4,0
2006-07-04,Germany,Italy,0,2,1702.3284322856514,1716.4620077540649,-14.133575468413483,4,1,0,11,3,8,4,1,0,9,1,8,-1
2006-07-05,Portugal,France,0,1,1614.0839791738442,1696.0347055532152,-81.95072637937096,4,1,0,6,1,5,3,2,0,7,2,5,-1
2006-07-08,Germany,Portugal,3,1,1679.3042069009102,1601.789483153199,77.51472374771129,3,1,1,7,3,4,3,1,1,5,2,3,1
2006-07-09,Italy,France,1,1,1739.486233138806,1708.3292015738605,31.157031564945555,4,1,0,9,1,8,4,1,0,8,2,6,0
2010-06-11,South Africa,Mexico,1,1,1488.2892367262948,1481.896809722798,6.392427003496778,1,3,1,8,8,0,1,1,3,5,7,-2,0
2010-06-11,Uruguay,France,0,0,1444.8331153702447,1709.760201926994,-264.92708655674915,1,2,2,5,7,-2,4,1,0,8,2,6,0
2010-06-12,England,USA,1,1,1688.9966585499096,1386.030266333751,302.96639221615874,3,2,0,6,2,4,1,1,3,4,7,-3,0
2010-06-12,Argentina,Nigeria,1,0,1673.4051519082989,1479.2893428348348,194.1158090734641,3,2,0,11,3,8,0,1,4,3,10,-7,1
2010-06-12,South Korea,Greece,2,0,1424.9481496489204,1423.3812488240399,1.5669008248805767,1,1,3,5,8,-3,0,0,3,0,10,-10,1
2010-06-13,Germany,Australia,4,0,1698.0367878099637,1477.9214249189306,220.1153628910331,3,1,1,9,4,5,1,2,2,5,6,-1,1
2010-06-13,Serbia,Ghana,0,1,1500.0,1516.589567380096,-16.589567380096014,0,0,0,0,0,0,2,0,2,4,6,-2,-1
2010-06-13,Algeria,Slovenia,0,1,1478.4365757766282,1441.2665581866306,37.17001758999754,1,1,3,4,9,-5,0,0,3,2,7,-5,-1
2010-06-14,Italy,Paraguay,1,1,1738.0552327856726,1487.8043557499102,250.25087703576241,4,1,0,9,1,8,2,0,3,5,4,1,0
2010-06-14,Japan,Cameroon,1,0,1457.5841390111636,1465.2467100763108,-7.662571065147176,1,1,3,4,8,-4,1,2,2,3,7,-4,1
2010-06-14,Netherlands,Denmark,2,0,1620.151267163221,1577.6576218322052,42.49364533101584,2,1,2,4,4,0,2,1,2,7,8,-1,1
2010-06-15,Brazil,North Korea,2,1,1820.0178981825704,1479.3966790017562,340.62121918081425,4,0,1,10,2,8,1,1,2,5,9,-4,1
2010-06-15,Ivory Coast,Portugal,0,0,1495.4988092508086,1583.0569022441455,-87.55809299333691,1,0,2,5,6,-1,2,1,2,4,5,-1,0
2010-06-15,New Zealand,Slovakia,1,1,1441.2185791678492,1500.0,-58.78142083215084,0,0,3,2,12,-10,0,0,0,0,0,0,0
2010-06-16,Honduras,Chile,0,1,1482.7721535123483,1456.8364322402194,25.93572127212883,0,2,1,2,3,-1,0,3,2,7,11,-4,-1
2010-06-16,South Africa,Uruguay,0,3,1487.9948877972472,1455.1140713172538,32.88081647999343,1,3,1,8,8,0,0,3,2,4,7,-3,-1
2010-06-16,Spain,Switzerland,0,1,1621.9580034936243,1457.3524491622325,164.6055543313919,3,1,1,9,4,5,2,2,1,4,3,1,-1
2010-06-17,Greece,Nigeria,2,1,1399.4894857646693,1471.4016601962269,-71.91217443155756,0,0,4,0,12,-12,0,1,4,2,8,-6,1
2010-06-17,France,Mexico,0,2,1699.4792459799849,1482.1911586518456,217.28808732813923,3,2,0,6,2,4,1,2,2,6,6,0,-1
2010-06-17,Argentina,South Korea,4,1,1681.2928345469068,1448.839912708291,232.4529218386158,3,2,0,10,2,8,2,1,2,7,7,0,1
2010-06-18,England,Algeria,0,0,1677.7583771043528,1460.7313340634782,217.02704304087456,2,3,0,6,3,3,1,1,3,4,8,-4,0
2010-06-18,Slovenia,USA,2,2,1458.9717998997805,1397.2685477793077,61.703252120472825,1,0,3,3,7,-4,0,2,3,3,8,-5,0
2010-06-18,Germany,Serbia,0,1,1711.0463731370696,1484.7633977346545,226.2829754024151,3,1,1,10,4,6,0,0,1,0,1,-1,-1
2010-06-19,Cameroon,Denmark,1,2,1448.8938928406228,1556.5784293510185,-107.68453651039567,1,2,2,3,5,-2,2,1,2,5,7,-2,-1
2010-06-19,Ghana,Australia,1,1,1531.8261696454415,1464.9118395918247,66.91433005361682,3,0,2,5,6,-1,1,1,3,5,10,-5,0
2010-06-19,Netherlands,Japan,1,0,1641.2304596444078,1473.9369562468517,167.29350339755615,3,1,1,5,2,3,1,1,3,3,8,-5,1
2010-06-20,Brazil,Ivory Coast,3,1,1823.9661662555845,1499.4477606176786,324.51840563790597,4,0,1,11,3,8,1,1,2,5,6,-1,1
2010-06-20,Italy,New Zealand,1,1,1728.1819101601156,1443.9000276578543,284.2818825022614,3,2,0,8,2,6,0,1,3,3,13,-10,0
2010-06-20,Slovakia,Paraguay,0,2,1497.318551509995,1497.6776783754672,-0.3591268654722626,0,1,0,1,1,0,1,1,3,3,4,-1,-1
2010-06-21,Portugal,North Korea,7,0,1579.1079508772755,1475.448410928742,103.65953994853339,1,2,2,2,4,-2,1,1,3,6,11,-5,1
2010-06-21,Spain,Honduras,2,0,1598.8981206591338,1465.5799830329763,133.31813762615752,3,0,2,9,5,4,0,2,2,2,4,-2,1
2010-06-21,Chile,Switzerland,1,0,1474.0286027195914,1480.412331996723,-6.383729277131579,1,3,1,6,8,-2,3,2,0,5,0,5,1
2010-06-22,Nigeria,South Korea,2,2,1452.136477092848,1437.201902942455,14.934574150393018,0,1,4,2,6,-4,2,1,2,6,8,-2,0
2010-06-22,France,South Africa,1,2,1662.1621173886965,1457.3528900187891,204.80922736990738,2,2,1,3,3,0,1,2,2,6,9,-3,-1
2010-06-22,Mexico,Uruguay,0,1,1519.508287243134,1485.7560690957118,33.75221814742213,1,2,2,5,5,0,1,3,1,7,5,2,-1
2010-06-22,Greece,Argentina,0,2,1418.7546688680482,1692.9308443127427,-274.17617544469454,1,0,4,2,13,-11,3,2,0,8,3,5,-1
